region	lessFDR	greatFDR	lessFDRType	greatFDRType
chr3:195119579-195120022	0.00284904613355768	0.999999995847272	1	0
chr5:1039196-1039900	0.000238623737760426	0.999999995847272	1	0
chr8:10482347-10482907	0.00111433744856568	0.999999995847272	1	0
chr1:161472538-161472769	0.00532935080044221	0.999999995847272	1	0
chr8:55871609-55872040	0.000147133309209657	0.999999995847272	1	0
chr3:196675311-196675811	0.0000383991339898892	0.999999995847272	1	0
chr1:3905788-3906164	0.00040432699140013	0.999999995847272	1	0
chr11:59531553-59531631	0.00646284968285326	0.999999995847272	1	0
chr18:3514408-3515208	0.00782314292009466	0.999999995847272	1	0
chr7:138105048-138105879	0.0000925257103330267	0.999999995847272	1	0
chr19:20121011-20124452	0.000147133309209657	0.999999995847272	1	0
chr9:37118344-37118838	0.000445844401581671	0.999999995847272	1	0
chr2:118015331-118016192	0.000892801240698731	0.999999995847272	1	0
chr6:27440819-27441370	0.00195528430928273	0.999999995847272	1	0
chr14:87955497-87955918	0.122806393716582	0.999999995847272	0	0
chr15:70868306-70868650	0.0486253204978732	0.999999995847272	1	0
chr21:38756425-38756992	0.000409284603038578	0.999999995847272	1	0
chr8:89900728-89901411	0.000147071791266053	0.999999995847272	1	0
chr1:40117431-40117854	0.000037197845912091	0.999999995847272	1	0
chr11:94573998-94574831	0.0178091091266841	0.999999995847272	1	0
chr8:140096794-140096931	0.000195204033382066	0.999999995847272	1	0
chr16:626885-626959	0.101725440404715	0.999999995847272	0	0
chr2:149210537-149211300	0.0000658280259536789	0.999999995847272	1	0
chr2:202035957-202037341	0.0000925257103330267	0.999999995847272	1	0
chr6:105587154-105587847	0.00666515668259681	0.999999995847272	1	0
chr6:156980579-156980737	0.00294823419509437	0.999999995847272	1	0
chr8:142322682-142323154	0.0304640607744662	0.999999995847272	1	0
chr6:166730866-166731351	0.0000616570166252948	0.999999995847272	1	0
chr13:47863428-47864180	0.000147133309209657	0.999999995847272	1	0
