region	mean
chr2:96698274-96698464	0.811107936507937
chr17:81408915-81409025	0.707455357142857
chr7:4762825-4763013	0.682035714285714
chr7:76974970-76975146	0.680611862674363
chr17:29597057-29597395	0.635645634920635
chr17:1091787-1092348	0.627621626984127
chr10:131982961-131983093	0.624798724489796
chr12:122841253-122841925	0.621961904761905
chr2:109285373-109285533	0.614621031746032
chr20:62159690-62159918	0.593123015873016
chr17:31491772-31492052	0.587983928571429
chr20:57223817-57223963	0.587751388888889
chr21:42150147-42150251	0.568805158730159
chr11:69399233-69399516	0.568464529220779
chr8:144375450-144375720	0.563337797619048
chr19:40689425-40689534	0.556557738095238
chr17:29091836-29092311	0.556532936507937
chr17:72660220-72660339	0.527657142857143
chr10:72044937-72045161	0.52204126984127
chr2:72893980-72894280	0.50912380952381
chr17:7903227-7903499	0.509048941798942
chr19:41919950-41920550	0.50469899691358
chr17:74210824-74210941	0.488722420634921
chr17:29582173-29583108	0.486506864134543
chr10:510304-510608	0.476948318216175
chr11:46296012-46296252	0.46818656462585
chr11:69121097-69121353	0.454116236772487
chr22:17945528-17946573	0.451013095238095
chr3:184168396-184168963	0.451001785714286
chr1:206513554-206514067	0.442320205026455
chr2:159041873-159042396	0.440888888888889
chr17:61397918-61398946	0.439567211029711
chr9:114472900-114473374	0.436855654761905
chr16:86507738-86509201	0.436580923663325
chr2:176129203-176129342	0.43424880952381
chr1:55059941-55060218	0.419917970521542
chr13:99895244-99895847	0.417259689919007
chr8:125569522-125570263	0.413632771164021
chr9:92716412-92717373	0.411796825396825
chr12:124620904-124622282	0.411730952380952
chr7:102933658-102934193	0.409458068783069
chr4:151674619-151675093	0.403190575396825
chr17:75812604-75812803	0.400350396825397
chr13:27923541-27924024	0.397929365079365
chr18:79630940-79631085	0.396743650793651
chr8:66432263-66433075	0.392680897971077
chr9:121700733-121701326	0.390488988095238
chr1:228092462-228093281	0.379977607709751
chr14:91387630-91388033	0.37715744047619
chr6:36722708-36722907	0.37240119047619
chr14:91354035-91354417	0.369016666666667
chr1:161621297-161621894	0.36875809222679
chr1:15020660-15020920	0.366389682539683
chr16:74749540-74749788	0.365999404761905
chr15:93028476-93029560	0.3650198576546
chr2:23564954-23565122	0.364848809523809
chr8:127851558-127852810	0.364714880952381
chr1:6301409-6301905	0.358065476190476
chr7:106060322-106061060	0.350154045954046
chr22:42907901-42908017	0.346330158730159
chr8:143888288-143889440	0.345608845809057
chr8:139893826-139895061	0.342562883297258
chr6:5107111-5107467	0.340004828042328
chr1:116262461-116263157	0.339548611111111
chr11:16881147-16881401	0.338442261904762
chr10:62818426-62819159	0.335467347868635
chr2:105515155-105515895	0.335286352040816
chr17:42586543-42588066	0.330302083333333
chr8:10654179-10654743	0.330126615646259
chr9:38036213-38036935	0.329040343915344
chr13:27926433-27927486	0.32604724111867
chr10:124649170-124649639	0.324934920634921
chr1:234726218-234727372	0.323675925925926
chr2:176105033-176107370	0.322547272802824
chr16:10981891-10982575	0.321022652116402
chr15:62758188-62758805	0.315755122655123
chr13:27928845-27931517	0.315125748293649
chr10:78951421-78951586	0.313954365079365
chr6:53349042-53349278	0.310123702686203
chr8:142305177-142305967	0.309764977152477
chr17:49815402-49816564	0.309506957328386
chr10:89207656-89207830	0.304737117346939
chr1:206004721-206005395	0.302383202445702
chr17:48573636-48574383	0.300214375117636
chr9:121717007-121717951	0.298573290598291
chr15:73982525-73982856	0.294219246031746
chr5:178590921-178591185	0.291105017006803
chr18:48616585-48616705	0.290707142857143
chr1:43582071-43582204	0.29037925170068
chr1:32464477-32464794	0.290221611721612
chr17:39637899-39638208	0.289729761904762
chr1:39268418-39270048	0.288476516984999
chr12:117033557-117034219	0.287669057067271
chr2:216694057-216695447	0.287436415172129
chr1:230769095-230769483	0.286996478389336
chr3:150255036-150255650	0.285912792894936
chr15:77497719-77498618	0.284528546090153
chr4:2937707-2938147	0.284431486205593
chr2:42867300-42867875	0.283805555555556
chr16:306039-306403	0.283133884766028
chr15:57476311-57477147	0.280622448979592
chr6:108165606-108165821	0.280585912698413
chr1:206001671-206002558	0.277930158730159
chr9:33187449-33187623	0.275746031746032
chr17:73286645-73286951	0.275506944444444
chr11:86515533-86515959	0.274976785714286
chr8:143893052-143893180	0.274469047619048
chr8:141055776-141056706	0.270452696708054
chr17:36937168-36940073	0.269096844762733
chr6:143286011-143286620	0.268674107142857
chr2:104853290-104854118	0.266826718552611
chr5:1039196-1039900	0.265818824925075
chr1:10774691-10775649	0.26521769822148
chr7:30992293-30992880	0.264585515873016
chr1:230072749-230074217	0.264206944444444
chr1:11281871-11282374	0.263034353741497
chr16:66618273-66619064	0.262741666666667
chr16:22070784-22071573	0.262025067110177
chr11:1746263-1746560	0.262001388888889
chr1:211705533-211705874	0.261995634920635
chr12:53697127-53697484	0.261642310929811
chr1:39969389-39970135	0.26156207010582
chr5:143177346-143178289	0.260292045454545
chr3:169558140-169558818	0.258920068027211
chr17:61314299-61315087	0.258845408163265
chr9:130665547-130665791	0.256831338106338
chr14:101563676-101564858	0.254826271149485
chr12:64825538-64826903	0.251418299436454
chr13:98677298-98677783	0.25090932030932
chr17:82006406-82006832	0.249438718820862
chr2:72146278-72146642	0.249409275505074
chr1:2152950-2153671	0.248250715488216
chr1:91745425-91746218	0.248034126984127
chr11:66686480-66687034	0.247967337490552
chr1:153550235-153550980	0.247275595238095
chr20:62149610-62150167	0.244700529100529
chr1:208219090-208220053	0.24361001984127
chr1:32703681-32703957	0.243384920634921
chr19:7515457-7515832	0.243234523809524
chr8:739447-739931	0.242418510309135
chr14:69685040-69686001	0.241793859513502
chr2:134301676-134302793	0.24169387755102
chr7:129306868-129308070	0.24167619047619
chr22:50696056-50696376	0.241503571428571
chr19:10554584-10555849	0.240971828403078
chr6:108163764-108164263	0.24096063143206
chr17:379527-380156	0.237983801020408
chr2:100976740-100977401	0.237398085901027
chr16:84964608-84965160	0.236528190592476
chr15:31339385-31339652	0.235878590325019
chr22:40220642-40221285	0.23372460016835
chr5:16778222-16778589	0.233489015151515
chr14:77140430-77140660	0.232404707792208
chr12:124528245-124528632	0.232381547619048
chr3:187764096-187764545	0.232214285714286
chr16:3127802-3128227	0.232178075396825
chr16:81515236-81515727	0.231904671717172
chr1:33369564-33369701	0.230992261904762
chr7:1240804-1243297	0.228699605049906
chr9:124503980-124504176	0.228671201814059
chr21:43361485-43361654	0.2275875
chr8:143986989-143987224	0.224064285714286
chr4:1211630-1212083	0.223877053766339
chr16:89395268-89396036	0.223543315018315
chr2:190467378-190468690	0.223093813593814
chr10:71965377-71966400	0.222240476190476
chr9:96967741-96968829	0.220596031746032
chr2:159134774-159136198	0.220043247940202
chr15:98760283-98761049	0.218184105180534
chr2:241329623-241330327	0.21811038961039
chr9:137147247-137147453	0.217582341269841
chr12:24948457-24948871	0.217351278188043
chr5:838624-838853	0.215527380952381
chr9:124290965-124291392	0.214019456469456
chr17:50844405-50844870	0.214000685425686
chr6:151241490-151241591	0.21347619047619
chr4:151430800-151431374	0.213301587301587
chr2:207668085-207668216	0.213263605442177
chr10:80155257-80155890	0.212917959025102
chr1:2290822-2291001	0.21227380952381
chr9:122228090-122228433	0.212105080921257
chr11:20097630-20098311	0.211639598364598
chr22:21835037-21835409	0.210651785714286
chr3:11557525-11559137	0.210385669092812
chr17:42349050-42349916	0.210052210884354
chr12:57319732-57320076	0.20918962585034
chr1:236394926-236396266	0.207373235098235
chr1:247373156-247374067	0.206219239865619
chr19:6103027-6103831	0.205551020408163
chr1:246711547-246712103	0.204185317460317
chr10:69413291-69413401	0.202990079365079
chr11:94400774-94401920	0.202986574933003
chr11:57483441-57483825	0.202833333333333
chr2:176130777-176130905	0.202785119047619
chr1:109188971-109189175	0.201255952380952
chr14:93941378-93942046	0.199200198412698
chr16:80540656-80541423	0.196767526455026
chr2:105293746-105294655	0.195689991754277
chr1:115654687-115655572	0.195080202337345
chr5:61299388-61300376	0.193884778911565
chr18:51137192-51138115	0.193648412698413
chr16:66638958-66639949	0.192922619047619
chr1:25754807-25754913	0.192146683673469
chr1:10495727-10496532	0.191650631313131
chr3:185362430-185364004	0.190533500656226
chr17:17739385-17741848	0.190327394331859
chr22:46055638-46056881	0.190109821428571
chr3:65901352-65902398	0.189978117913832
chr22:23531760-23532209	0.189768849206349
chr10:34702121-34703045	0.189744047619048
chr2:160491950-160492460	0.189541937229437
chr13:50543745-50543942	0.188901360544218
chr17:44829146-44829459	0.188255555555556
chr20:20395881-20396724	0.186683352229781
chr4:89836227-89836560	0.186637827450327
chr6:25284191-25284640	0.186622023809524
chr13:45206081-45208018	0.185954978354978
chr17:78325024-78325596	0.185780555555556
chr12:110543109-110544263	0.18514309334845
chr17:72349502-72349800	0.183449206349206
chr12:52015964-52016266	0.182947619047619
chr9:551999-552965	0.182667499167499
chr17:17141791-17142118	0.182653194028194
chr2:9300210-9301396	0.182464300976801
chr1:227763751-227764442	0.182343452380952
chr6:28648499-28649052	0.181953577834643
chr5:547818-548244	0.181527014189514
chr16:11676577-11677547	0.181062896825397
chr16:19878857-19879658	0.180599050453515
chr6:83097187-83097693	0.179490476190476
chr2:25377573-25378475	0.179326587301587
chr22:40196695-40197688	0.178911682299182
chr7:66143143-66143661	0.178783843537415
chr7:27247902-27249361	0.178376129426129
chr10:24324531-24325628	0.177680626417234
chr4:8437802-8439048	0.17542192331478
chr11:70176561-70177301	0.17501878977504
chr8:93700020-93701299	0.173531962785114
