region	mean
chr9:95064568-95065187	0.374356613756614
chr20:43959211-43959726	0.354873233908948
chr11:46942263-46942543	0.35222873015873
chr14:60650479-60652076	0.350354082919718
chr7:27120901-27123265	0.333779452073035
chr17:39704832-39705274	0.328199682539683
chr13:48527547-48528146	0.327585714285714
chr8:28364823-28366153	0.301011438036753
chr1:168387095-168387724	0.300988989112391
chr14:68172311-68173520	0.295019047619048
chr7:130939249-130940714	0.289245238095238
chr2:113118127-113118961	0.286124659863946
chr2:176110216-176111598	0.286057146965066
chr3:71059498-71061521	0.279361255411255
chr11:102312619-102313642	0.277367857142857
chr20:11917273-11918559	0.276800240500241
chr15:45064429-45064841	0.27036380952381
chr1:226100173-226101337	0.269063442509871
chr9:121743078-121744986	0.267698930071194
chr11:67268304-67270813	0.263600191716242
chr17:75696436-75697703	0.262395899470899
chr4:124429115-124430089	0.261494165120594
chr21:36701933-36702122	0.261237074829932
chr17:56909599-56910639	0.260400944822373
chr1:207825631-207827280	0.254834723732753
chr8:122969519-122970396	0.254370124372981
chr11:129141527-129142453	0.253664622071051
chr1:42938694-42940049	0.252327164502165
chr21:36500816-36501466	0.250456132756133
chr19:19488248-19489185	0.249135976523477
chr12:51953320-51954461	0.249033821733822
chr6:158631853-158632498	0.244947044384187
chr17:50636085-50637266	0.244898689273689
chr2:27765702-27766621	0.243742403628118
chr2:43222750-43223968	0.240227200577201
chr10:132113193-132113886	0.23646955988456
chr4:110627448-110628441	0.236370691609977
chr20:50110157-50111102	0.23425873015873
chr10:103851363-103852064	0.232801125541126
chr18:13381639-13382656	0.232746956813028
chr17:66447927-66448630	0.229005633364457
chr12:118370912-118371336	0.22899
chr1:207056024-207057046	0.228799523809524
chr9:14308067-14309985	0.228356005045293
chr10:89204941-89205973	0.226845975056689
chr13:29548293-29548898	0.226705411255411
chr1:167754236-167755048	0.226514795918367
chr6:31183612-31185196	0.226210726310726
chr4:38223786-38224584	0.225024877344877
chr1:3461046-3461209	0.224536190476191
chr11:48092880-48094338	0.223697019012733
chr17:19651393-19651771	0.222508571428571
chr8:86355066-86355904	0.221907936507936
chr12:53989650-53990780	0.221654248190273
chr17:78734863-78735803	0.22097074829932
chr20:22578177-22579252	0.220401068343149
chr2:64650941-64651378	0.220352380952381
chr10:29647705-29648967	0.218593506493506
chr5:132475727-132476080	0.216920238095238
chr2:105746375-105747078	0.216356739028945
chr4:110630381-110631726	0.215780725847364
chr7:139691009-139692013	0.212403318903319
chr2:105426331-105427590	0.212021400028543
chr2:54579237-54580279	0.211442839699983
chr8:17337820-17338586	0.210043310657596
chr4:110640018-110641222	0.209780228213815
chr7:100802874-100804143	0.208614166389166
chr6:125920282-125922782	0.20851035860275
chr2:43483115-43483491	0.208386666666667
chr3:188266058-188267089	0.208082502658161
chr13:40088198-40088672	0.208018374218374
chr3:186176319-186177111	0.206331462585034
chr1:200437548-200438085	0.206330158730159
chr7:98282814-98283567	0.205629263986296
chr18:22838754-22840279	0.205442708878423
chr3:52316839-52317583	0.205393852258852
chr17:48579842-48580895	0.205338515561433
chr9:113302789-113303321	0.204757834295334
chr10:29725134-29725665	0.204339682539683
chr3:134353134-134354314	0.203763970315399
chr11:13012000-13013055	0.203365467865468
chr2:172088547-172089229	0.203364902622168
chr21:15659226-15660880	0.20335126606198
chr14:73753373-73754836	0.203163378684807
chr8:126926901-126927773	0.203012074829932
chr1:212833614-212834519	0.202543027210884
chr21:41169807-41170487	0.202530612244898
chr19:47512604-47513778	0.201500978280201
chr17:45309436-45312316	0.200826457669315
chr7:16563025-16563849	0.199871258503401
chr8:118103398-118104461	0.198034637188209
chr9:136902843-136903652	0.197122183317772
chr3:156605763-156606959	0.197077477324263
chr3:169659544-169661416	0.195466199225818
chr22:36369081-36370274	0.19531955026455
chr1:12475489-12476107	0.194568253968254
chr2:156319505-156322001	0.194439354243365
chr6:43149843-43151297	0.194337509448224
chr5:124278133-124279378	0.193625680272109
chr22:41841501-41843535	0.19301452219623
chr11:35005615-35006515	0.19230022675737
chr9:92768618-92769826	0.192270476190476
chr11:12019458-12020542	0.191949311799312
chr6:157628351-157628668	0.19160425170068
chr8:101583569-101584402	0.190647142857143
chr3:152203090-152204124	0.190335238095238
chr11:118315000-118315986	0.190332763004192
chr1:113886563-113888164	0.190231053913407
chr15:80742814-80743621	0.190161130007559
chr13:23751274-23752876	0.189695389266818
chr8:97870748-97871382	0.189460714285714
chr15:49831637-49832653	0.189020899470899
chr12:119692822-119694136	0.188978402130083
chr1:12614403-12615231	0.18872925170068
chr2:195658763-195660047	0.186254545454545
chr10:77901770-77902582	0.186221560846561
chr17:61335447-61336883	0.185642737262737
chr6:34674050-34674345	0.184677441077441
chr14:55332373-55333313	0.184553665910809
chr5:36419340-36419956	0.184237142857143
chr20:31720457-31721725	0.183989992784993
chr17:45277664-45278460	0.182637516253588
chr1:25867255-25867440	0.182402380952381
chr6:12483981-12485176	0.181960920032349
chr10:63711122-63712094	0.181838191438191
chr16:14635876-14636965	0.181634318434976
chr1:206659268-206659981	0.181454299831044
chr19:39410786-39411323	0.180761111111111
chr9:121975774-121976427	0.178951875901876
chr15:31090529-31091230	0.178734013605442
chr7:121990925-121992213	0.17864126984127
chr17:4834634-4835819	0.177293616780045
chr7:36971268-36972307	0.176822291993721
chr17:32794244-32795092	0.17672380952381
chr8:42297262-42298414	0.176585952380952
chr6:31682347-31683585	0.175857920809349
chr4:41132180-41134836	0.175637902837903
chr7:6012423-6013127	0.175420692640693
chr7:100017009-100018043	0.17520076960077
chr20:535696-536930	0.174735581085581
chr18:22864546-22866632	0.174362090006943
chr9:133368416-133368985	0.174070942619063
chr18:22872656-22873850	0.173593101343101
chr6:56540744-56541869	0.173565277777778
chr18:75226045-75226784	0.172370490620491
chr19:43738772-43740095	0.172197240445886
chr8:30806723-30807548	0.171767857142857
chr19:38700845-38702018	0.171541684532399
chr22:28885019-28887956	0.171518704346034
chr2:62450521-62451475	0.171135921855922
chr1:234601160-234601855	0.171129365079365
chr5:34510998-34511665	0.171047619047619
chr10:102657816-102658309	0.170832993197279
chr9:4664103-4665714	0.17059696969697
chr12:27645538-27646383	0.169967619047619
chr9:114392277-114393372	0.169409291898578
chr9:33329006-33330314	0.168181168831169
chr20:50739389-50739896	0.167284285714286
chr7:74291623-74293563	0.166985534306963
chr1:9078545-9079714	0.166367101284958
chr16:69326404-69326959	0.165799565381708
chr11:59611448-59612955	0.165742760942761
chr18:57772193-57772977	0.165732974300831
chr1:157146388-157147270	0.165611904761905
chr17:1347827-1348839	0.165276491317093
chr7:25948920-25950143	0.165157383568812
chr7:96327587-96328091	0.165101587301587
chr22:38753956-38754230	0.16384
chr1:182183192-182184303	0.162542498110355
chr2:238299602-238300775	0.162499814471243
chr7:116797348-116798325	0.161840634920635
chr1:166840469-166841198	0.161522206365063
chr17:65546924-65548172	0.16138112244898
chr22:28911607-28912646	0.160816810966811
chr2:149070930-149071789	0.160440607012036
chr9:18855196-18856566	0.160389153439153
chr11:27395488-27396677	0.160190735930736
chr7:134628472-134629409	0.157708571428571
chr5:140165003-140166228	0.157578095238095
chr4:123400349-123401661	0.157546031746032
chr3:188365776-188366453	0.157462698412698
chr10:104069239-104069877	0.157323461829176
chr3:188036300-188037725	0.157266666666667
chr2:65396168-65397064	0.156760015117158
chr20:50727553-50729150	0.156604495464853
chr3:71127492-71129269	0.156186716300555
chr9:77944656-77945626	0.155764021164021
chr1:174023518-174024105	0.155665529100529
chr8:127004693-127005805	0.155559682539683
chr2:237486290-237486815	0.155296507936508
chr13:20360952-20361552	0.155250793650794
chr7:100545775-100547396	0.154876496624291
chr3:194299837-194300067	0.154444461094461
chr2:19203-20329	0.154440986394558
chr22:46646798-46647248	0.153818412698413
chr7:22350759-22352513	0.153737575757576
chr11:76772190-76772935	0.153717501546073
chr18:75214336-75215487	0.152944724556489
chr7:101934183-101935092	0.152731717541718
chr5:138488997-138489642	0.151960317460317
chr1:222736618-222737192	0.151859523809524
chr16:88223859-88224104	0.151825329828901
chr17:715980-716881	0.151587878787879
chr1:149935310-149936325	0.151249395313681
chr15:64634228-64635858	0.150284013605442
chr7:77686429-77688152	0.150126575963719
chr2:173648978-173650011	0.150122222222222
chr17:78995177-78999445	0.149970143735407
chr13:49938422-49939466	0.149952332852333
chr7:17506054-17507029	0.149734013605442
chr12:46373900-46374535	0.1495218767507
chr3:177538910-177539362	0.149346666666667
chr6:38110402-38110779	0.148823129251701
chr13:110558572-110560126	0.148491780045351
chr17:28646118-28646487	0.147648412698413
chr7:105026373-105027732	0.147214512471655
chr10:50538810-50539484	0.147018518518519
chr9:112323108-112324841	0.146717027417027
chr1:203291016-203291782	0.146472142143571
chr20:37986053-37988025	0.146316050152746
chr8:38765977-38767364	0.145787055933485
chr8:11813389-11814916	0.145739919378008
chr3:195148587-195151318	0.145427515205237
chr7:99837761-99838457	0.145331292517007
chr2:109699593-109700337	0.145023345701917
chr5:126364938-126366360	0.144528571428571
chr5:157918776-157920153	0.144520073526487
chr18:3384701-3385065	0.144456084656085
chr7:32972689-32973433	0.144260952380952
chr14:91414881-91415580	0.144215133015133
chr5:149756800-149758185	0.144184542309542
chr13:75366952-75367385	0.143717142857143
chr8:94440473-94441758	0.143478451380552
chr12:124682709-124682863	0.143216825396825
chr6:10422995-10424946	0.142893418501004
chr10:59895501-59896082	0.142837085137085
chr2:158130814-158132297	0.142706984126984
chr17:27811527-27812796	0.142299313200028
chr18:3664237-3665188	0.142221164021164
chr6:30206874-30208330	0.14219590964591
chr17:41510552-41511268	0.142026984126984
chr9:532573-534132	0.141939708994709
chr17:17959281-17960905	0.141842777777778
chr10:114766506-114767214	0.141812645502645
chr1:165910202-165911653	0.141706062323919
chr3:182605579-182607021	0.141308080808081
chr17:48566572-48567755	0.141254455782313
chr3:141629768-141630219	0.140770105820106
chr3:190594694-190595643	0.140731534391534
chr12:47276086-47276664	0.140535634920635
chr19:48875460-48876473	0.139856459096459
chr11:13065199-13065987	0.139237028844172
chr7:20392485-20393745	0.138309523809524
chr11:64876323-64876883	0.138305774754346
chr19:52191290-52191707	0.138268820861678
chr7:105006042-105009682	0.138188125876938
chr3:108137027-108137975	0.137918518518518
chr1:200907898-200908328	0.137189841269841
chr1:234627646-234628504	0.137170346320346
chr18:22167594-22167890	0.13698256003256
chr17:46189757-46190319	0.1365888425067
chr21:38342602-38344624	0.136383052291624
chr7:96696163-96697587	0.135957823129252
chr13:73209921-73210789	0.135039002267574
chr4:40622929-40623571	0.134834920634921
chr1:8680536-8681856	0.134574461451247
chr17:16202635-16203765	0.134519841269841
chr6:1314873-1316403	0.134486711436711
chr12:19165335-19166988	0.133849523809524
chr6:109456514-109457676	0.133745405035881
chr1:207822106-207823345	0.133248889134601
chr2:43429989-43430782	0.132973333333333
chr12:114799388-114800039	0.132872959183673
chr4:38669336-38671934	0.132838065992209
chr7:117478583-117480884	0.132558875908185
chr22:29065547-29067101	0.1325270995671
chr17:50862944-50864026	0.132364437467295
chr14:90381287-90382072	0.132281311413454
chr6:132510907-132512010	0.132186167800454
chr2:60480610-60482588	0.131889697867451
chr2:20195591-20197415	0.131810810007108
chr22:46685547-46686651	0.131713788498711
chr12:95762037-95762963	0.131255952380952
chr9:4677600-4678388	0.130938775510204
chr5:60372697-60373300	0.130655086580087
chr1:67645291-67646651	0.130044126984127
chr8:37543517-37543958	0.129972562358277
chr4:184348113-184349396	0.12901729540301
chr11:1304196-1305670	0.128916069893381
chr2:60415771-60416608	0.128901156462585
chr9:77649077-77649475	0.128825510204082
chr17:58387349-58389169	0.128730526351955
chr8:133249465-133250525	0.128698749717102
chr17:48561072-48562687	0.128370665445665
chr2:85421321-85422217	0.128285442176871
chr14:55130853-55132171	0.128259508187891
chr18:54945156-54945818	0.127961904761905
chr10:31925610-31926688	0.127818398268398
chr1:208239595-208240843	0.127504087975517
chr11:68315392-68315926	0.126991326530612
chr14:54374171-54374807	0.126637301587302
chr22:30421594-30422623	0.126560502645503
chr10:79093900-79094625	0.126334920634921
chr9:113222594-113223366	0.126332653061225
chr22:35366946-35367612	0.126085056689342
chr8:100385933-100386645	0.125989177489178
chr15:71528963-71529926	0.125953968253968
chr7:150406247-150407090	0.125924206349206
chr21:26166522-26168317	0.12556485260771
chr1:181084284-181084718	0.125346825396825
chr10:34789708-34790336	0.125321904761905
chr1:11983982-11985010	0.125212248677249
chr1:225910850-225911816	0.125206575963719
chr15:67077769-67078353	0.125026530612245
chr17:1374341-1375172	0.124946353646354
chr12:22562144-22563449	0.124572789115646
chr20:35174403-35175295	0.124268228543943
chr8:19458136-19458770	0.124205079365079
chr3:8965187-8966623	0.123715079365079
chr1:155043722-155043962	0.123660952380952
chr7:95976514-95977822	0.12351156462585
chr14:55272807-55273542	0.123492743764172
chr9:98168385-98169701	0.123462154195011
chr10:14602348-14603390	0.123313503163503
chr14:65231166-65232129	0.123185714285714
chr6:158034151-158035161	0.123093779236636
chr6:43813304-43814327	0.122840672026386
chr2:17545659-17548056	0.122813407029479
chr6:31144278-31144891	0.122800414862915
chr2:101915939-101916752	0.122589285714286
chr6:3409924-3411090	0.122484570968484
chr17:72406688-72408213	0.122212566137566
chr8:140790388-140791279	0.122030687830688
chr2:232316640-232317561	0.121963764172336
chr1:226944606-226946048	0.121827471245111
chr15:101439163-101440214	0.121737921835401
chr3:195458236-195458616	0.121585714285714
chr12:57148738-57150098	0.121365691609977
chr9:21787804-21789047	0.121048941798942
chr13:98856616-98857223	0.120531009070295
chr3:185701971-185703289	0.120530423280423
chr3:27876948-27877945	0.120238605442177
chr22:35568832-35569049	0.120238095238095
chr8:144324042-144325658	0.119630158730159
chr12:31958323-31958751	0.11946253968254
chr14:39233456-39234677	0.119141798941799
chr8:18887328-18888496	0.119105555555556
chr13:31036521-31036844	0.119060952380952
chr10:32971342-32972725	0.118777891156463
chr6:6850897-6852124	0.118735137085137
chr1:208235879-208236975	0.118336079867845
chr14:55121020-55122362	0.118244011544012
chr14:64550358-64550933	0.117952513227513
chr7:130902070-130902535	0.117779058904059
chr4:41214932-41215625	0.117647871572872
chr9:137127085-137128770	0.117628738161931
chr19:54202626-54203766	0.117580262771775
chr10:74921867-74923838	0.117564172335601
chr13:75759586-75765098	0.117429389303465
chr6:38796241-38797316	0.116875000153008
chr7:139659569-139660939	0.116506746031746
chr20:47768216-47768879	0.115807635539064
chr10:73871184-73872806	0.115760317460317
chr1:207021061-207021950	0.115748520923521
chr12:27272271-27273902	0.114758008658009
chr3:149643160-149643873	0.114658333333333
chr11:46983228-46985242	0.114556333943834
chr1:202197819-202199721	0.114555687830688
chr2:101998771-102000076	0.114278751803752
chr13:110524570-110526325	0.114258947930376
chr20:10985002-10985988	0.114186111111111
chr3:185328492-185330196	0.114019345306561
chr1:230866750-230867382	0.113976479076479
chr3:146517709-146518634	0.113775238095238
chr7:115135021-115135890	0.11355873015873
chr4:128284414-128285420	0.113386779014636
chr9:72305457-72305851	0.113085563114135
chr11:10885901-10886710	0.112862857142857
chr16:68265867-68266440	0.112668306693307
chr1:173870148-173870397	0.112638095238095
chr7:100540137-100541069	0.112167853971425
chr17:73307669-73309783	0.112078407624122
chr4:73617928-73619879	0.112072489177489
chr6:37155312-37155887	0.111929421768708
chr17:73196574-73197009	0.111821012849584
chr19:46209634-46210719	0.111799913974914
chr17:50175088-50176368	0.111474829931973
chr13:98556353-98557401	0.111271560846561
chr3:195550269-195551001	0.111038662131519
chr9:77879881-77880483	0.110988571428571
chr16:11740543-11741186	0.110971428571429
chr6:4336856-4337396	0.110924092970522
chr1:172826422-172828434	0.110795918367347
chr7:55188190-55188914	0.110726214819261
chr2:186483807-186484790	0.110600340136054
chr11:129427042-129428015	0.110148386243386
chr20:33843518-33844268	0.110115929705215
chr14:77698851-77699979	0.110106671215495
chr2:10329580-10330662	0.110032830458999
chr2:173956834-173958574	0.110030793650794
chr14:32082104-32084638	0.109865122159975
chr2:160252548-160254159	0.109798701298701
chr7:90246244-90246811	0.109636293336293
chr7:116339212-116340248	0.109626984126984
chr12:75958997-75960736	0.109402513227513
chr12:122893391-122894318	0.108994557823129
chr18:13179478-13180091	0.108953306878307
chr20:38764660-38765235	0.108850132275132
chr8:22243372-22243897	0.108628787878788
chr22:25085979-25086719	0.108598095238095
chr1:192630395-192632459	0.108576551226551
chr10:20977163-20978074	0.108253635253635
chr8:19318278-19319311	0.108175238095238
chr5:1315424-1316001	0.107953439153439
chr1:176149644-176150576	0.107738412698413
chr13:49371871-49372551	0.107563492063492
chr17:15540494-15540758	0.107325714285714
chr16:15973143-15973373	0.107032380952381
chr13:24162178-24163703	0.106331629428772
chr6:42138322-42139856	0.106324376417233
chr6:56624042-56625236	0.106310925925926
chr18:31232025-31233371	0.106131337181337
chr10:113006187-113007532	0.106106201814059
chr2:47078249-47079689	0.10607641723356
chr6:134671914-134672621	0.106065646258503
chr15:101167304-101168183	0.10605022675737
chr12:132689443-132689589	0.105892857142857
chr9:682844-683681	0.105787748917749
chr5:179824726-179825439	0.105686394557823
chr6:150201697-150202133	0.105619047619048
chr10:52356184-52358789	0.105554491857349
chr10:103842206-103843078	0.105406926406926
chr2:42926260-42928498	0.105372964865822
chr2:150475457-150477149	0.105354664438875
chr17:31561556-31562384	0.1051660430839
chr1:168392022-168392801	0.105148917748918
chr2:11753578-11753934	0.105109024943311
chr1:112634280-112635846	0.105083616780045
chr9:94798450-94799584	0.104936281179138
chr2:42170845-42172089	0.104896440596441
chr2:120935632-120938190	0.104814887247224
chr3:149609692-149610671	0.104595767195767
chr2:69754235-69755939	0.104383629148629
