varnames	PC1	PC2	PC3	PC4	PC5	Type	Color	PMD_methylation
EAC_1	-41.4986264753211	0.0432505890558618	-25.3099261639729	5.9790088745504	-7.19638261288342	EAC/GEJ_Tumor	#0000F5	0.388087
EAC_2	-17.1884245344653	-48.8245340698423	6.40546321927692	-3.67203354888316	3.71295440484714	EAC/GEJ_Tumor	#0000F5	0.685676
EAC_3	-66.9090300819301	0.443171966559988	0.956804025172373	0.106594815472096	-0.662386457502665	EAC/GEJ_Tumor	#0000F5	0.616495
EAC_4	-24.9256141840432	-24.6648813927448	-30.2366777985688	4.08299205138569	-5.15577600504129	EAC/GEJ_Tumor	#0000F5	0.751977
EAC_6	70.3414149571264	-4.22526494109435	-0.396141218871616	2.06331459104611	-1.41150390064768	EAC/GEJ_Tumor	#0000F5	0.650777
ESCC_1	4.98448418000273	-2.27924280538321	34.7046901650474	26.7572542448251	-17.4161387327367	ESCC_Tumor	#EA3323	0.633155
ESCC_10	69.7225538815608	-4.00222587606269	-0.174181598835442	1.65809781588841	-1.30641455340941	ESCC_Tumor	#EA3323	0.779981
ESCC_11	31.8725128155571	36.1768501089354	-4.3829102262886	-17.9186853513088	21.8743916988063	ESCC_Tumor	#EA3323	0.738587
ESCC_12	4.01639950215509	50.3084131539005	-19.4326498318658	7.82402294385923	13.4630351467027	ESCC_Tumor	#EA3323	0.538765
ESCC_13	4.04088659163477	52.0219867317	-11.0037200733532	6.23781452414024	20.7596266215653	ESCC_Tumor	#EA3323	0.616602
ESCC_14	-27.0179850844834	1.78573714274631	28.3964200757822	29.9837689081075	18.394112644815	ESCC_Tumor	#EA3323	0.705858
ESCC_15	-53.5343000836117	1.40047405139588	9.76687010732098	-13.8687472687635	-10.4763973985047	ESCC_Tumor	#EA3323	0.588239
ESCC_16	-23.7129814492025	38.3820433679082	-6.52934130627197	-11.1126873150374	-27.6115989094946	ESCC_Tumor	#EA3323	0.617333
ESCC_17	-25.9082311997711	32.605565966841	-6.81512281288429	-24.7351210407683	-33.943977246215	ESCC_Tumor	#EA3323	0.668842
ESCC_19	-28.0772327850628	37.0754601675785	-9.25968211199496	5.58909685528488	21.5578980270924	ESCC_Tumor	#EA3323	0.482401
ESCC_2	29.1204442734921	-3.13904253083399	26.3738774796289	-30.6566470922802	7.57231308830134	ESCC_Tumor	#EA3323	0.69634
ESCC_20	-56.6253329991988	13.3661960974193	1.81534879746258	-0.457448155583532	11.7500756522891	ESCC_Tumor	#EA3323	0.541139
ESCC_21	-57.4605261801808	-1.15055603007406	11.5593535918899	9.20143914904216	-3.56806031103637	ESCC_Tumor	#EA3323	0.6011
